,index,DDX6_chrom,DDX6_start,DDX6_end,strand,confidence_score,sample_or_tissue_used
18696,18696,chr5,129113941,129113988,+,3.915254684,K562
18697,18697,chr9,129148636,129148684,+,3.805119784,K562
18698,18698,chr9,129147676,129147718,+,4.367798095,K562
18699,18699,chr9,129147570,129147641,+,9.302884042,K562
18700,18700,chr9,129148719,129148746,+,3.189448735,HepG2
18701,18701,chr9,129148636,129148684,+,3.805119784,K562
18702,18702,chr9,129148297,129148326,+,3.536314955,HepG2
18703,18703,chr9,129147676,129147718,+,4.367798095,K562
18704,18704,chr9,129147570,129147641,+,9.302884042,K562
18705,18705,chr9,129147676,129147718,+,4.367798095,K562
18706,18706,chr9,129147570,129147641,+,9.302884042,K562
18707,18707,chr9,129148000,129148055,+,15.91335548,K562
18708,18708,chr9,129148000,129148055,+,15.91335548,K562
18709,18709,chr9,129147676,129147718,+,4.367798095,K562
18710,18710,chr9,129148297,129148326,+,3.536314955,HepG2
18711,18711,chr9,129148002,129148126,+,9.471327498,K562
18712,18712,chr9,129147570,129147641,+,9.302884042,K562
18713,18713,chr9,129148719,129148746,+,3.189448735,HepG2
18714,18714,chr9,129148636,129148684,+,3.805119784,K562
18715,18715,chr9,129148002,129148126,+,9.471327498,K562
18716,18716,chr9,129148000,129148055,+,15.91335548,K562
18717,18717,chr9,129148297,129148326,+,3.536314955,HepG2
18718,18718,chr9,129148002,129148126,+,9.471327498,K562
18719,18719,chr9,129148000,129148055,+,15.91335548,K562
18720,18720,chr9,129147676,129147718,+,4.367798095,K562
18721,18721,chr9,129147570,129147641,+,9.302884042,K562
18722,18722,chr9,129147676,129147718,+,4.367798095,K562
18723,18723,chr9,129148719,129148746,+,3.189448735,HepG2
18724,18724,chr9,129148000,129148055,+,15.91335548,K562
18725,18725,chr9,129148002,129148126,+,9.471327498,K562
18726,18726,chr9,129148297,129148326,+,3.536314955,HepG2
18727,18727,chr9,129148719,129148746,+,3.189448735,HepG2
18728,18728,chr9,129147570,129147641,+,9.302884042,K562
18729,18729,chr9,129148719,129148746,+,3.189448735,HepG2
18730,18730,chr9,129148636,129148684,+,3.805119784,K562
18731,18731,chr9,129148000,129148055,+,15.91335548,K562
18732,18732,chr9,129148719,129148746,+,3.189448735,HepG2
18733,18733,chr9,129148636,129148684,+,3.805119784,K562
18734,18734,chr9,129148002,129148126,+,9.471327498,K562
18735,18735,chr9,129147570,129147641,+,9.302884042,K562
18736,18736,chr9,129147570,129147641,+,9.302884042,K562
18737,18737,chr9,129148002,129148126,+,9.471327498,K562
18738,18738,chr9,129147570,129147641,+,9.302884042,K562
18739,18739,chr9,129147676,129147718,+,4.367798095,K562
18740,18740,chr9,129147570,129147641,+,9.302884042,K562
18741,18741,chr9,129148297,129148326,+,3.536314955,HepG2
18742,18742,chr9,129148002,129148126,+,9.471327498,K562
18743,18743,chr9,129148719,129148746,+,3.189448735,HepG2
18744,18744,chr9,129148297,129148326,+,3.536314955,HepG2
18745,18745,chr9,129148719,129148746,+,3.189448735,HepG2
18746,18746,chr9,129148002,129148126,+,9.471327498,K562
18747,18747,chr9,129148000,129148055,+,15.91335548,K562
18748,18748,chr9,129147570,129147641,+,9.302884042,K562
18749,18749,chr9,129148636,129148684,+,3.805119784,K562
18750,18750,chr9,129148297,129148326,+,3.536314955,HepG2
18751,18751,chr9,129147676,129147718,+,4.367798095,K562
18752,18752,chr9,129147570,129147641,+,9.302884042,K562
18753,18753,chr9,129148297,129148326,+,3.536314955,HepG2
18754,18754,chr9,129147676,129147718,+,4.367798095,K562
18755,18755,chr9,129147570,129147641,+,9.302884042,K562
18756,18756,chr9,129148636,129148684,+,3.805119784,K562
18757,18757,chr9,129148002,129148126,+,9.471327498,K562
18758,18758,chr9,129148002,129148126,+,9.471327498,K562
18759,18759,chr9,129148000,129148055,+,15.91335548,K562
18760,18760,chr9,129147676,129147718,+,4.367798095,K562
18761,18761,chr9,129148000,129148055,+,15.91335548,K562
18762,18762,chr9,129147676,129147718,+,4.367798095,K562
18763,18763,chr9,129147570,129147641,+,9.302884042,K562
18764,18764,chr9,129147676,129147718,+,4.367798095,K562
18765,18765,chr9,129148000,129148055,+,15.91335548,K562
18766,18766,chr9,129147676,129147718,+,4.367798095,K562
18767,18767,chr9,129148636,129148684,+,3.805119784,K562
18768,18768,chr9,129147676,129147718,+,4.367798095,K562
18769,18769,chr3,129170118,129170177,-,61.87412853,K562
18770,18770,chr3,129170210,129170248,-,400.0,K562
18771,18771,chr3,129170132,129170179,-,38.79873947,K562
18772,18772,chr3,129170248,129170263,-,26.55132459,K562
18773,18773,chr3,129170177,129170210,-,400.0,K562
18774,18774,chr3,129170363,129170417,-,28.96425016,K562
18775,18775,chr3,129170179,129170265,-,400.0,K562
18776,18776,chr3,129170361,129170419,-,36.61846978,K562
18777,18777,chr3,129170191,129170241,-,8.39513281,HepG2
18778,18778,chr7,129169230,129169237,+,3.693916752,HepG2
18779,18779,chr7,129169237,129169260,+,3.199661376,HepG2
18780,18780,chr3,129170363,129170417,-,28.96425016,K562
18781,18781,chr3,129170179,129170265,-,400.0,K562
18782,18782,chr3,129170361,129170419,-,36.61846978,K562
18783,18783,chr3,129170248,129170263,-,26.55132459,K562
18784,18784,chr3,129170118,129170177,-,61.87412853,K562
18785,18785,chr3,129170210,129170248,-,400.0,K562
18786,18786,chr3,129170132,129170179,-,38.79873947,K562
18787,18787,chr3,129170191,129170241,-,8.39513281,HepG2
18788,18788,chr3,129170177,129170210,-,400.0,K562
18789,18789,chr3,129170177,129170210,-,400.0,K562
18790,18790,chr3,129170248,129170263,-,26.55132459,K562
18791,18791,chr3,129170361,129170419,-,36.61846978,K562
18792,18792,chr3,129170363,129170417,-,28.96425016,K562
18793,18793,chr3,129170177,129170210,-,400.0,K562
18794,18794,chr3,129170191,129170241,-,8.39513281,HepG2
18795,18795,chr3,129170210,129170248,-,400.0,K562
18796,18796,chr3,129170248,129170263,-,26.55132459,K562
18797,18797,chr3,129170179,129170265,-,400.0,K562
18798,18798,chr3,129170191,129170241,-,8.39513281,HepG2
18799,18799,chr3,129170210,129170248,-,400.0,K562
18800,18800,chr3,129170118,129170177,-,61.87412853,K562
18801,18801,chr3,129170132,129170179,-,38.79873947,K562
18802,18802,chr3,129170179,129170265,-,400.0,K562
18803,18803,chr3,129170361,129170419,-,36.61846978,K562
18804,18804,chr3,129170363,129170417,-,28.96425016,K562
18805,18805,chr3,129170118,129170177,-,61.87412853,K562
18806,18806,chr3,129170132,129170179,-,38.79873947,K562
18807,18807,chr3,129170210,129170248,-,400.0,K562
18808,18808,chr3,129170177,129170210,-,400.0,K562
18809,18809,chr3,129170361,129170419,-,36.61846978,K562
18810,18810,chr3,129170248,129170263,-,26.55132459,K562
18811,18811,chr3,129170118,129170177,-,61.87412853,K562
18812,18812,chr3,129170248,129170263,-,26.55132459,K562
18813,18813,chr3,129170210,129170248,-,400.0,K562
18814,18814,chr3,129170191,129170241,-,8.39513281,HepG2
18815,18815,chr3,129170363,129170417,-,28.96425016,K562
18816,18816,chr3,129170363,129170417,-,28.96425016,K562
18817,18817,chr3,129170179,129170265,-,400.0,K562
18818,18818,chr3,129170361,129170419,-,36.61846978,K562
18819,18819,chr3,129170191,129170241,-,8.39513281,HepG2
18820,18820,chr3,129170132,129170179,-,38.79873947,K562
18821,18821,chr3,129170132,129170179,-,38.79873947,K562
18822,18822,chr3,129170177,129170210,-,400.0,K562
18823,18823,chr3,129170179,129170265,-,400.0,K562
18824,18824,chr3,129170118,129170177,-,61.87412853,K562
18825,18825,chr3,129170210,129170248,-,400.0,K562
18826,18826,chr3,129170179,129170265,-,400.0,K562
18827,18827,chr3,129170363,129170417,-,28.96425016,K562
18828,18828,chr3,129170177,129170210,-,400.0,K562
18829,18829,chr3,129170132,129170179,-,38.79873947,K562
18830,18830,chr3,129170118,129170177,-,61.87412853,K562
18831,18831,chr3,129170248,129170263,-,26.55132459,K562
18832,18832,chr3,129170361,129170419,-,36.61846978,K562
18833,18833,chr3,129170191,129170241,-,8.39513281,HepG2
18834,18834,chr3,129304959,129305014,+,4.661193622,K562
18835,18835,chr3,129304959,129305014,+,4.661193622,K562
18836,18836,chr3,129304959,129305014,+,4.661193622,K562
18837,18837,chr3,129304959,129305014,+,4.661193622,K562
18838,18838,chr3,129314894,129314971,-,17.13749891,K562
18839,18839,chr3,129314935,129314985,-,15.12002724,K562
18840,18840,chr3,129431359,129431415,-,5.018185287,HepG2
18841,18841,chr3,129431359,129431415,-,5.018185287,HepG2
18842,18842,chr3,129431359,129431415,-,5.018185287,HepG2
18843,18843,chr3,129431359,129431415,-,5.018185287,HepG2
18844,18844,chrX,129446832,129446872,-,5.050337254,HepG2
18845,18845,chrX,129446855,129446979,-,9.457227961,HepG2
18846,18846,chrX,129446689,129446727,-,3.016910938,HepG2
18847,18847,chrX,129446855,129446979,-,9.457227961,HepG2
18848,18848,chrX,129446689,129446727,-,3.016910938,HepG2
18849,18849,chrX,129446832,129446872,-,5.050337254,HepG2
18850,18850,chrX,129446689,129446727,-,3.016910938,HepG2
18851,18851,chrX,129446832,129446872,-,5.050337254,HepG2
18852,18852,chrX,129446855,129446979,-,9.457227961,HepG2
18853,18853,chr3,129555440,129555530,-,5.229321962,K562
18854,18854,chr3,129555445,129555516,-,3.266697184,K562
18855,18855,chr3,129555440,129555530,-,5.229321962,K562
18856,18856,chr3,129555585,129555615,-,3.693916752,HepG2
18857,18857,chr3,129555445,129555516,-,3.266697184,K562
18858,18858,chr6,129577230,129577299,-,6.29980467,HepG2
18859,18859,chr6,129578256,129578305,-,3.693916752,HepG2
18860,18860,chrX,129592432,129592492,+,3.915254684,K562
18861,18861,chrX,129592432,129592492,+,3.915254684,K562
18862,18862,chr9,129635951,129635979,+,3.199661376,HepG2
18863,18863,chr9,129635951,129635979,+,3.199661376,HepG2
18864,18864,chr9,129635951,129635979,+,3.199661376,HepG2
18865,18865,chr9,129635951,129635979,+,3.199661376,HepG2
18866,18866,chr9,129635951,129635979,+,3.199661376,HepG2
18867,18867,chr9,129635951,129635979,+,3.199661376,HepG2
18868,18868,chr9,129637861,129637930,-,3.36069115,K562
18869,18869,chr3,129650683,129650707,-,3.189448735,HepG2
18870,18870,chr3,129650674,129650716,-,10.70803208,HepG2
18871,18871,chr3,129650756,129650795,-,8.131129893,HepG2
18872,18872,chr3,129650674,129650716,-,10.70803208,HepG2
18873,18873,chr3,129651235,129651256,-,3.199661376,HepG2
18874,18874,chr3,129650579,129650618,-,3.882310524,HepG2
18875,18875,chr3,129650502,129650534,-,6.082367162,HepG2
18876,18876,chr3,129650683,129650707,-,3.189448735,HepG2
18877,18877,chr3,129651235,129651256,-,3.199661376,HepG2
18878,18878,chr3,129650584,129650608,-,4.52966126,HepG2
18879,18879,chr3,129650502,129650534,-,6.082367162,HepG2
18880,18880,chr3,129650579,129650618,-,3.882310524,HepG2
18881,18881,chr3,129650756,129650795,-,8.131129893,HepG2
18882,18882,chr3,129650584,129650608,-,4.52966126,HepG2
18883,18883,chr3,129650781,129650794,-,3.693916752,HepG2
18884,18884,chr3,129650781,129650794,-,3.693916752,HepG2
18885,18885,chr3,129650502,129650534,-,6.082367162,HepG2
18886,18886,chr3,129650781,129650794,-,3.693916752,HepG2
18887,18887,chr3,129651235,129651256,-,3.199661376,HepG2
18888,18888,chr3,129650756,129650795,-,8.131129893,HepG2
18889,18889,chr3,129650683,129650707,-,3.189448735,HepG2
18890,18890,chr3,129650674,129650716,-,10.70803208,HepG2
18891,18891,chr3,129650584,129650608,-,4.52966126,HepG2
18892,18892,chr3,129650579,129650618,-,3.882310524,HepG2
18893,18893,chr3,129650756,129650795,-,8.131129893,HepG2
18894,18894,chr3,129650674,129650716,-,10.70803208,HepG2
18895,18895,chr3,129651235,129651256,-,3.199661376,HepG2
18896,18896,chr3,129650502,129650534,-,6.082367162,HepG2
18897,18897,chr3,129650579,129650618,-,3.882310524,HepG2
18898,18898,chr3,129650584,129650608,-,4.52966126,HepG2
18899,18899,chr3,129650781,129650794,-,3.693916752,HepG2
18900,18900,chr3,129650683,129650707,-,3.189448735,HepG2
18901,18901,chr9,129813328,129813362,-,5.340467232,HepG2
18902,18902,chr9,129813328,129813362,-,5.340467232,HepG2
18903,18903,chr7,129833930,129834037,-,7.799232376,K562
18904,18904,chr7,129833930,129834025,-,13.10176862,K562
18905,18905,chr7,129834646,129834768,-,4.681982602,K562
18906,18906,chr7,129834797,129834836,-,3.178734411,K562
18907,18907,chr7,129833930,129834025,-,13.10176862,K562
18908,18908,chr7,129834646,129834768,-,4.681982602,K562
18909,18909,chr7,129834797,129834836,-,3.178734411,K562
18910,18910,chr7,129833930,129834037,-,7.799232376,K562
18911,18911,chr8,129841520,129841616,-,14.46945454,K562
18912,18912,chr8,129841520,129841616,-,14.46945454,K562
18913,18913,chr8,129841520,129841616,-,14.46945454,K562
18914,18914,chr8,129841520,129841616,-,14.46945454,K562
18915,18915,chr8,129841520,129841616,-,14.46945454,K562
18916,18916,chr8,129841520,129841616,-,14.46945454,K562
18917,18917,chr8,129841520,129841616,-,14.46945454,K562
18918,18918,chr8,129841520,129841616,-,14.46945454,K562
18919,18919,chr8,129841520,129841616,-,14.46945454,K562
18920,18920,chr11,129863898,129863940,-,4.594322111,HepG2
18921,18921,chr11,129863898,129863940,-,4.594322111,HepG2
18922,18922,chrX,130056136,130056181,+,3.693916752,HepG2
18923,18923,chrX,130056136,130056181,+,3.693916752,HepG2
18924,18924,chrX,130065944,130065989,-,3.36069115,K562
18925,18925,chrX,130065944,130065989,-,3.36069115,K562
18926,18926,chrX,130065944,130065989,-,3.36069115,K562
18927,18927,chr7,130135249,130135306,+,4.396348092,K562
18928,18928,chrX,130131717,130131787,-,3.545634347,K562
18929,18929,chr9,130140057,130140156,+,5.347881548,K562
18930,18930,chr9,130135897,130135941,+,5.340467232,HepG2
18931,18931,chr9,130140057,130140156,+,5.347881548,K562
18932,18932,chr9,130140044,130140142,+,6.180812464,K562
18933,18933,chr9,130140067,130140136,+,4.064158778,HepG2
18934,18934,chr9,130140067,130140136,+,4.064158778,HepG2
18935,18935,chr9,130135897,130135941,+,5.340467232,HepG2
18936,18936,chr9,130135897,130135941,+,5.340467232,HepG2
18937,18937,chr9,130135897,130135941,+,5.340467232,HepG2
18938,18938,chr9,130140044,130140142,+,6.180812464,K562
18939,18939,chr9,130140044,130140142,+,6.180812464,K562
18940,18940,chr9,130140057,130140156,+,5.347881548,K562
18941,18941,chr9,130140067,130140136,+,4.064158778,HepG2
18942,18942,chr11,130144471,130144520,+,7.844575898,HepG2
18943,18943,chr11,130144670,130144735,+,19.44924592,HepG2
18944,18944,chr11,130144439,130144485,+,5.766439673,K562
18945,18945,chr11,130144450,130144485,+,10.06770385,HepG2
18946,18946,chr11,130144193,130144219,+,5.018185287,HepG2
18947,18947,chr11,130144439,130144485,+,5.766439673,K562
18948,18948,chr11,130144450,130144485,+,10.06770385,HepG2
18949,18949,chr11,130144193,130144219,+,5.018185287,HepG2
18950,18950,chr11,130144439,130144485,+,5.766439673,K562
18951,18951,chr11,130144450,130144485,+,10.06770385,HepG2
18952,18952,chr11,130144471,130144520,+,7.844575898,HepG2
18953,18953,chr11,130143733,130143763,+,8.190211079,HepG2
18954,18954,chr11,130143729,130143749,+,3.917588427,HepG2
18955,18955,chr11,130143729,130143749,+,3.917588427,HepG2
18956,18956,chr11,130144498,130144557,+,6.577553636,K562
18957,18957,chr11,130143733,130143763,+,8.190211079,HepG2
18958,18958,chr11,130143862,130143884,+,3.545634347,K562
18959,18959,chr11,130144028,130144048,+,6.082367162,HepG2
18960,18960,chr11,130143733,130143763,+,8.190211079,HepG2
18961,18961,chr11,130143862,130143884,+,3.545634347,K562
18962,18962,chr11,130144659,130144743,+,31.59279611,HepG2
18963,18963,chr11,130144659,130144743,+,31.59279611,HepG2
18964,18964,chr11,130144670,130144735,+,19.44924592,HepG2
18965,18965,chr11,130144659,130144743,+,31.59279611,HepG2
18966,18966,chr11,130144670,130144735,+,19.44924592,HepG2
18967,18967,chr11,130143729,130143749,+,3.917588427,HepG2
18968,18968,chr11,130143862,130143884,+,3.545634347,K562
18969,18969,chr11,130144028,130144048,+,6.082367162,HepG2
18970,18970,chr11,130143733,130143763,+,8.190211079,HepG2
18971,18971,chr11,130143862,130143884,+,3.545634347,K562
18972,18972,chr11,130144498,130144557,+,6.577553636,K562
18973,18973,chr11,130144471,130144520,+,7.844575898,HepG2
18974,18974,chr11,130144028,130144048,+,6.082367162,HepG2
18975,18975,chr11,130144193,130144219,+,5.018185287,HepG2
18976,18976,chr11,130144520,130144548,+,7.18917782,HepG2
18977,18977,chr11,130144520,130144543,+,3.266697184,K562
18978,18978,chr11,130144520,130144548,+,7.18917782,HepG2
18979,18979,chr11,130143733,130143763,+,8.190211079,HepG2
18980,18980,chr11,130143729,130143749,+,3.917588427,HepG2
18981,18981,chr11,130144193,130144219,+,5.018185287,HepG2
18982,18982,chr11,130144028,130144048,+,6.082367162,HepG2
18983,18983,chr11,130144471,130144520,+,7.844575898,HepG2
18984,18984,chr11,130144498,130144557,+,6.577553636,K562
18985,18985,chr11,130144520,130144543,+,3.266697184,K562
18986,18986,chr11,130144520,130144548,+,7.18917782,HepG2
18987,18987,chr11,130144659,130144743,+,31.59279611,HepG2
18988,18988,chr11,130144670,130144735,+,19.44924592,HepG2
18989,18989,chr11,130143729,130143749,+,3.917588427,HepG2
18990,18990,chr11,130144450,130144485,+,10.06770385,HepG2
18991,18991,chr11,130144498,130144557,+,6.577553636,K562
18992,18992,chr11,130144439,130144485,+,5.766439673,K562
18993,18993,chr11,130144520,130144543,+,3.266697184,K562
18994,18994,chr11,130144520,130144548,+,7.18917782,HepG2
18995,18995,chr11,130144520,130144543,+,3.266697184,K562
18996,18996,chr2,130151455,130151527,-,4.996705807,K562
18997,18997,chr2,130152374,130152433,-,3.424169967,K562
18998,18998,chr2,130151455,130151527,-,4.996705807,K562
18999,18999,chr2,130152374,130152433,-,3.424169967,K562
19000,19000,chr2,130152374,130152433,-,3.424169967,K562
19001,19001,chr2,130151455,130151527,-,4.996705807,K562
19002,19002,chr2,130152374,130152433,-,3.424169967,K562
19003,19003,chr2,130151455,130151527,-,4.996705807,K562
19004,19004,chr2,130152374,130152433,-,3.424169967,K562
19005,19005,chr2,130151455,130151527,-,4.996705807,K562
19006,19006,chr2,130151455,130151527,-,4.996705807,K562
19007,19007,chr2,130152374,130152433,-,3.424169967,K562
19008,19008,chr2,130190613,130190660,+,4.017282261,K562
19009,19009,chr2,130190613,130190660,+,4.017282261,K562
19010,19010,chr2,130190613,130190660,+,4.017282261,K562
19011,19011,chr9,130233809,130233856,+,3.36069115,K562
19012,19012,chr2,130374361,130374413,+,5.456039798,K562
19013,19013,chr2,130374361,130374413,+,5.456039798,K562
19014,19014,chr7,130506268,130506313,-,5.419897543,K562
19015,19015,chr7,130506269,130506312,-,3.540116796,K562
19016,19016,chr7,130506268,130506313,-,5.419897543,K562
19017,19017,chr7,130506269,130506312,-,3.540116796,K562
19018,19018,chr7,130506268,130506313,-,5.419897543,K562
19019,19019,chr7,130506269,130506312,-,3.540116796,K562
19020,19020,chr7,130506390,130506422,-,5.737236473,K562
19021,19021,chr7,130506269,130506312,-,3.540116796,K562
19022,19022,chr7,130506268,130506313,-,5.419897543,K562
19023,19023,chr7,130506269,130506312,-,3.540116796,K562
19024,19024,chr7,130506268,130506313,-,5.419897543,K562
19025,19025,chr7,130506390,130506422,-,5.737236473,K562
19026,19026,chr7,130506268,130506313,-,5.419897543,K562
19027,19027,chr7,130506269,130506312,-,3.540116796,K562
19028,19028,chr7,130506269,130506312,-,3.540116796,K562
19029,19029,chr7,130506268,130506313,-,5.419897543,K562
19030,19030,chr7,130506268,130506313,-,5.419897543,K562
19031,19031,chr7,130506537,130506571,-,3.610284393,K562
19032,19032,chr7,130506390,130506422,-,5.737236473,K562
19033,19033,chr7,130506269,130506312,-,3.540116796,K562
19034,19034,chr9,130638013,130638062,+,3.199661376,HepG2
19035,19035,chr9,130637584,130637709,+,12.46996688,K562
19036,19036,chr9,130638034,130638120,+,7.197653256,K562
19037,19037,chr6,130839490,130839604,-,8.954539321,K562
19038,19038,chr6,130839490,130839604,-,8.954539321,K562
19039,19039,chr6,130839490,130839604,-,8.954539321,K562
19040,19040,chr6,130839490,130839604,-,8.954539321,K562
19041,19041,chr6,130839490,130839604,-,8.954539321,K562
19042,19042,chr6,130839490,130839604,-,8.954539321,K562
19043,19043,chr6,130839490,130839604,-,8.954539321,K562
19044,19044,chr6,130839490,130839604,-,8.954539321,K562
19045,19045,chr6,130839490,130839604,-,8.954539321,K562
19046,19046,chr6,130839490,130839604,-,8.954539321,K562
19047,19047,chr12,130876103,130876205,+,17.09255639,K562
19048,19048,chr12,130876103,130876205,+,17.09255639,K562
19049,19049,chr12,130876103,130876205,+,17.09255639,K562
19050,19050,chr12,130876103,130876205,+,17.09255639,K562
19051,19051,chr9,130886105,130886152,+,14.30759377,K562
19052,19052,chr9,130886152,130886205,+,14.34013132,K562
19053,19053,chr9,130886824,130886865,+,4.996705807,K562
19054,19054,chr9,130887502,130887578,+,11.36309105,K562
19055,19055,chr9,130886114,130886173,+,7.840583212,K562
19056,19056,chr2,131050882,131050920,-,3.917588427,HepG2
19057,19057,chr2,131051210,131051238,-,3.199661376,HepG2
19058,19058,chr2,131051210,131051238,-,3.199661376,HepG2
19059,19059,chr2,131050461,131050504,-,3.504713402,HepG2
19060,19060,chr2,131050415,131050490,-,5.018185287,HepG2
19061,19061,chr2,131048330,131048361,-,3.545634347,K562
19062,19062,chr2,131050415,131050490,-,5.018185287,HepG2
19063,19063,chr2,131048500,131048563,-,4.269339392,HepG2
19064,19064,chr2,131048330,131048361,-,3.545634347,K562
19065,19065,chr2,131048500,131048563,-,4.269339392,HepG2
19066,19066,chr2,131050461,131050504,-,3.504713402,HepG2
19067,19067,chr2,131050882,131050920,-,3.917588427,HepG2
19068,19068,chr12,131140323,131140367,+,3.504713402,HepG2
19069,19069,chr12,131140323,131140367,+,3.504713402,HepG2
19070,19070,chr2,131146880,131146939,+,5.766439673,K562
19071,19071,chr2,131146880,131146939,+,5.766439673,K562
19072,19072,chr2,131149095,131149136,+,3.610284393,K562
19073,19073,chr2,131146880,131146939,+,5.766439673,K562
19074,19074,chr2,131146880,131146939,+,5.766439673,K562
19075,19075,chr2,131149095,131149136,+,3.610284393,K562
19076,19076,chr2,131149095,131149136,+,3.610284393,K562
19077,19077,chr2,131146880,131146939,+,5.766439673,K562
19078,19078,chr2,131146880,131146939,+,5.766439673,K562
19079,19079,chr2,131146880,131146939,+,5.766439673,K562
19080,19080,chr2,131146880,131146939,+,5.766439673,K562
19081,19081,chr5,131162580,131162632,-,6.115291843,K562
19082,19082,chr9,131233453,131233493,+,5.266761796,K562
19083,19083,chr9,131233453,131233493,+,5.266761796,K562
19084,19084,chr9,131233453,131233493,+,5.266761796,K562
19085,19085,chr9,131233453,131233493,+,5.266761796,K562
19086,19086,chr9,131233453,131233493,+,5.266761796,K562
19087,19087,chrX,131273740,131273793,-,6.193822605,HepG2
19088,19088,chrX,131273740,131273793,-,6.193822605,HepG2
19089,19089,chrX,131273733,131273779,-,3.96221267,HepG2
19090,19090,chrX,131273733,131273779,-,3.96221267,HepG2
19091,19091,chrX,131273740,131273793,-,6.193822605,HepG2
19092,19092,chrX,131273733,131273779,-,3.96221267,HepG2
19093,19093,chrX,131273733,131273779,-,3.96221267,HepG2
19094,19094,chrX,131273740,131273793,-,6.193822605,HepG2
19095,19095,chrX,131273733,131273779,-,3.96221267,HepG2
19096,19096,chrX,131273740,131273793,-,6.193822605,HepG2
19097,19097,chrX,131273740,131273793,-,6.193822605,HepG2
19098,19098,chrX,131273733,131273779,-,3.96221267,HepG2
19099,19099,chr5,131394568,131394631,+,5.414279899,K562
19100,19100,chr5,131394568,131394631,+,5.414279899,K562
19101,19101,chr5,131394568,131394631,+,5.414279899,K562
19102,19102,chr9,131499914,131499941,+,3.199661376,HepG2
19103,19103,chr9,131499923,131499955,+,3.476468913,HepG2
19104,19104,chr9,131496630,131496683,+,12.02589378,K562
19105,19105,chr9,131496643,131496681,+,6.602436949,HepG2
19106,19106,chr9,131498324,131498374,+,6.115291843,K562
19107,19107,chr9,131498327,131498353,+,4.007253545,HepG2
19108,19108,chr9,131498332,131498376,+,3.540116796,K562
19109,19109,chr9,131499451,131499492,+,3.424169967,K562
19110,19110,chr9,131499451,131499492,+,3.424169967,K562
19111,19111,chr9,131499902,131499973,+,13.30663497,K562
19112,19112,chr9,131499909,131499984,+,12.27817925,K562
19113,19113,chr9,131499902,131499973,+,13.30663497,K562
19114,19114,chr9,131496530,131496581,+,5.577359118,HepG2
19115,19115,chr9,131496453,131496500,+,5.529101386,HepG2
19116,19116,chr9,131496379,131496448,+,5.059304654,HepG2
19117,19117,chr9,131499909,131499984,+,12.27817925,K562
19118,19118,chr9,131496379,131496448,+,5.059304654,HepG2
19119,19119,chr9,131496453,131496500,+,5.529101386,HepG2
19120,19120,chr9,131498324,131498374,+,6.115291843,K562
19121,19121,chr9,131498327,131498353,+,4.007253545,HepG2
19122,19122,chr9,131496630,131496683,+,12.02589378,K562
19123,19123,chr9,131496643,131496681,+,6.602436949,HepG2
19124,19124,chr9,131499451,131499492,+,3.424169967,K562
19125,19125,chr9,131499902,131499973,+,13.30663497,K562
19126,19126,chr9,131499909,131499984,+,12.27817925,K562
19127,19127,chr9,131499914,131499941,+,3.199661376,HepG2
19128,19128,chr9,131499923,131499955,+,3.476468913,HepG2
19129,19129,chr9,131496379,131496448,+,5.059304654,HepG2
19130,19130,chr9,131496530,131496581,+,5.577359118,HepG2
19131,19131,chr9,131496630,131496683,+,12.02589378,K562
19132,19132,chr9,131496530,131496581,+,5.577359118,HepG2
19133,19133,chr9,131496453,131496500,+,5.529101386,HepG2
19134,19134,chr9,131498332,131498376,+,3.540116796,K562
19135,19135,chr9,131499923,131499955,+,3.476468913,HepG2
19136,19136,chr9,131499914,131499941,+,3.199661376,HepG2
19137,19137,chr9,131498327,131498353,+,4.007253545,HepG2
19138,19138,chr9,131496643,131496681,+,6.602436949,HepG2
19139,19139,chr9,131498324,131498374,+,6.115291843,K562
19140,19140,chr9,131498332,131498376,+,3.540116796,K562
19141,19141,chr9,131523198,131523232,+,4.739795003,HepG2
19142,19142,chr9,131523198,131523232,+,4.739795003,HepG2
19143,19143,chr9,131523198,131523232,+,4.739795003,HepG2
19144,19144,chr9,131523198,131523232,+,4.739795003,HepG2
19145,19145,chr9,131523198,131523232,+,4.739795003,HepG2
19146,19146,chr9,131523198,131523232,+,4.739795003,HepG2
19147,19147,chr9,131523198,131523232,+,4.739795003,HepG2
19148,19148,chr9,131523198,131523232,+,4.739795003,HepG2
19149,19149,chr9,131523198,131523232,+,4.739795003,HepG2
19150,19150,chr9,131523198,131523232,+,4.739795003,HepG2
19151,19151,chr9,131523198,131523232,+,4.739795003,HepG2
19152,19152,chr6,131586790,131586826,-,3.199661376,HepG2
19153,19153,chr6,131586790,131586826,-,3.199661376,HepG2
19154,19154,chr5,131643527,131643583,-,3.610284393,K562
19155,19155,chr5,131643527,131643583,-,3.610284393,K562
19156,19156,chr5,131643527,131643583,-,3.610284393,K562
19157,19157,chr5,131643527,131643583,-,3.610284393,K562
19158,19158,chr12,131799613,131799705,+,4.308259517,K562
19159,19159,chr12,131799629,131799683,+,3.424169967,K562
19160,19160,chr12,131851620,131851662,+,3.36069115,K562
19161,19161,chr12,131851620,131851662,+,3.36069115,K562
19162,19162,chr6,131890868,131890915,+,4.512902227,HepG2
19163,19163,chr12,131923074,131923120,+,3.178734411,K562
19164,19164,chr12,131923064,131923117,+,4.628865613,K562
